"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","2620:0:861:ed1a::1","TLSv1.2","286","Application Data"
"2","0.059501","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","74","443  >  52255 [ACK] Seq=1 Ack=213 Win=493 Len=0"
"3","0.060729","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TLSv1.2","951","Application Data"
"4","0.061139","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","2620:0:861:ed1a::1","TLSv1.2","109","Application Data"
"5","0.080879","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","74","443  >  52255 [ACK] Seq=878 Ack=248 Win=493 Len=0"
"6","0.128098","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","2620:0:861:ed1a::1","TLSv1.2","174","Application Data"
"7","0.140890","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","74","443  >  52255 [ACK] Seq=878 Ack=348 Win=493 Len=0"
"8","0.140890","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","1514","443  >  52255 [ACK] Seq=878 Ack=348 Win=493 Len=1440 [TCP PDU reassembled in 9]"
"9","0.140890","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TLSv1.2","161","Application Data"
"10","0.140922","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","2620:0:861:ed1a::1","TCP","74","52255  >  443 [ACK] Seq=348 Ack=2405 Win=8191 Len=0"
"11","0.344196","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","2620:0:861:ed1a::1","TLSv1.2","163","Application Data"
"12","0.401783","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","74","443  >  52255 [ACK] Seq=2405 Ack=437 Win=493 Len=0"
"13","0.429186","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TCP","1514","443  >  52255 [ACK] Seq=2405 Ack=437 Win=493 Len=1440 [TCP PDU reassembled in 14]"
"14","0.429186","2620:0:861:ed1a::1","2600:4040:13e3:bf00:149c:2c75:cfa0:ed7d","TLSv1.2","259","Application Data"
